CRATER_ID,CRATER_NAME,LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,DEPTH_RIMFLOOR_TOPOG,MORPHOLOGY_EJECTA_1,MORPHOLOGY_EJECTA_2,MORPHOLOGY_EJECTA_3,NUMBER_LAYERS
01-000396, ,76.153,-89.422,6.75,.43,Rd, , ,0
01-000397, ,71.505,122.283,6.72,.08,DLERC/DLERS,HuSL/HuBL, ,2
01-000398, ,70.809,-159.679,6.72,.16,DLERS,HuSL, ,2
01-000399, ,70.512,-104.506,6.71,.09,DLEPS,HuSL, ,2
01-000400, ,74.302,-20.691,6.7,.07,SLEPC,HuSL, ,1
01-000401, ,72.881,-57.585,6.69,.04,SLEPS,HuBL, ,1
01-000402, ,65.852,104.699,6.67,.07,DLEPS,HuBL, ,2
01-000403, ,65.603,76.985,6.66,.15,MLERC/MLERS/MLEPS,HuSL/HuBL/HuBL, ,3
01-000404, ,69.873,10.052,6.65,.06,DLERS,HuSL, ,2
01-000405, ,72.958,9.052,6.64,.09,SLEPS,HuBL, ,1
01-000406, ,72.855,138.215,6.63,.15,SLERC,HuSL, ,1
01-000407, ,68.746,-1.11,6.63,.28,SLERC,HuSL, ,1
01-000408, ,75.071,141.192,6.61,.02, , , ,0
01-000409, ,65.52,-97.66,6.61,.04,Rd, , ,0
01-000410, ,68.376,-28.863,6.61,.07,SLEPC/Rd,Sm, ,1
01-000411, ,66.608,25.217,6.6,.1,SLEPS,HuAm, ,1
01-000412, ,72.206,-63.356,6.59,.07,SLERS,SmAm, ,1
01-000413, ,68.751,119.756,6.59,.08,SLERS,HuBL,Pseudo-Butterfly,1
01-000414, ,79.356,159.565,6.59,.06, , , ,0
01-000415, ,75.469,-3.936,6.58,.04,Rd, , ,0
01-000416, ,75.025,156.539,6.57,.07,DLERC/DLERS,HuSL/HuBL, ,2
01-000417, ,77.862,-162.461,6.56,.11,Rd, , ,0
01-000418,Crotone,82.204,-69.289,6.54,.03, , , ,0
01-000419, ,73.589,62.073,6.49,.66,SLERS/Rd,HuBL, ,1
01-000420, ,69.636,-60.823,6.48,.17,DLERC/DLERS,HuSL/HuBL, ,2
01-000421, ,78.158,58.966,6.47,.04,SLEPS,SmSL, ,1
01-000422, ,65.813,-121.113,6.47,.08,SLERS,HuSL, ,1
01-000423, ,72.003,-66.026,6.46,.03,DLERS,HuSL, ,2
01-000424, ,66.618,-160.874,6.46,.22,SLERS,HuSL, ,1
01-000425, ,70.088,-101.87,6.46,.08,SLERS,HuSL, ,1
01-000426, ,77.947,64.634,6.46,.04,SLERC,SmSL, ,1
01-000427, ,71.984,-101.743,6.43,.16,SLERS,SmSL, ,1
01-000428, ,75.44,30.312,6.42,.04,Rd, , ,0
01-000429, ,75.525,-142.619,6.42,.1,Rd, , ,0
01-000430, ,65.286,-102.158,6.39,.11,DLEPS/DLERS,HuSL, ,2
01-000431, ,66.08,-148.385,6.35,.12,SLERC,HuSL, ,1
01-000432, ,69.689,115.042,6.35,.04,SLEPC,SmSL, ,1
01-000433, ,73.635,-161.655,6.35,.08,SLERS,HuSL, ,1
01-000434, ,66.968,-21.334,6.33,.11,SLERC,HuSL, ,1
01-000435, ,70.829,-71.634,6.31,.05,SLEPS,HuSL, ,1
01-000436, ,70.71,-58.596,6.31,.04,SLERS,HuBL, ,1
01-000437, ,66.128,-157.005,6.29,.18,SLERS,HuSL, ,1
01-000438, ,65.265,-126.712,6.27,.12,SLERS,HuAm, ,1
01-000439, ,76.364,171.351,6.26,.08,Rd, , ,0
01-000440, ,71.983,-81.468,6.25,.06, , , ,0
01-000441, ,73.52,-90.472,6.25,.04,SLERS, , ,1
01-000442, ,68.36,113.492,6.23,.06,DLERC/DLERS,Hu/HuBL, ,2
01-000443, ,65.089,23.365,6.2,.16,SLERS,HuBL,Butterfly,1
01-000444, ,67.507,25.385,6.17,.05,Rd, , ,0
01-000445, ,69.417,-133.232,6.16,.07,Rd, , ,0
01-000446, ,69.794,-120.822,6.16,.07,Rd/SLEPS,HuSL, ,1
01-000447, ,76.943,63.894,6.16,.03,SLERC,SmSL, ,1
01-000448, ,70.471,27.379,6.15,.05,SLERC,HuSL, ,1
01-000449, ,69.683,69.167,6.14,.34,DLERC/DLEPS,HuSL/HuSp, ,2
01-000450, ,81.802,113.188,6.13,.04,Rd, , ,0
01-000451, ,67.438,-75.557,6.1,.07,SLERS,SmSL, ,1
01-000452, ,72.836,-171.543,6.1,.23,SLEPS/Rd,Hu, ,1
01-000453, ,77.117,-70.022,6.04,0, , , ,0
01-000454, ,77.641,150.642,6.01,.08,Rd, , ,0
01-000455, ,67.664,-167.933,6.01,.14,SLEPS,HuSL, ,1
01-000456, ,69.545,-51.841,6.01,.05,DLEPS,HuSL/SmSL, ,2
01-000457, ,68.404,-155.848,5.95,.12,SLERS,SmSL, ,1
01-000458, ,68.13,-25.371,5.93,.03,SLEPC,HuSL, ,1
01-000459, ,69.653,14.792,5.93,.07,Rd, , ,0
01-000460, ,66.5,107.378,5.93,.05,SLEPC,HuSL, ,1
01-000461, ,68.489,-52.329,5.92,.05,DLERS,SmSL, ,2
01-000462, ,69.626,-35.277,5.92,.03, , , ,0
01-000463, ,71.707,-136.202,5.91,.15,DLERS,HuAm, ,2
01-000464, ,70.814,-147.763,5.9,.15,DLERS,SmSL, ,2
01-000465, ,68.851,99.27,5.9,.04,DLERC/DLERS,HuSL/HuBL, ,2
01-000466, ,76.47,100.611,5.89,.04,DLERCPd,HuSL, ,2
01-000467, ,65.581,3.031,5.89,.81,SLEPS/Rd,HuSL, ,1
01-000468, ,70.42,-145.835,5.87,.11,DLERS,HuSL, ,2
01-000469, ,70.576,139.455,5.86,.05,DLERC,HuSL, ,2
01-000470, ,80.473,106.307,5.83,.02,SLERC,HuSL, ,1
01-000471, ,70.186,41.367,5.81,.2,SLERS,HuBL, ,1
01-000472, ,77.298,55.638,5.8,.02,SLEPC,SmSL, ,1
01-000473, ,73.675,-75.911,5.8,.03,Rd, , ,0
01-000474, ,66.152,-112.928,5.79,.09,DLERS,HuSL, ,2
01-000475, ,71.45,90.665,5.79,.02, , , ,0
01-000476, ,68.777,11.311,5.78,0, , , ,0
01-000477, ,69.293,-146.538,5.78,.08,DLERC/DLERS,Sm/SmSL, ,2
01-000478, ,71.542,-168.349,5.77,.09,Rd, , ,0
01-000479, ,67.463,41.266,5.76,.05,SLERC,SmSL, ,1
01-000480, ,66.387,54.66,5.76,.12,SLERC,SmSL, ,1
01-000481, ,72.699,-146.732,5.74,.12,Rd, , ,0
01-000482, ,74.732,5.914,5.72,.03,SLEPS,HuBL, ,1
01-000483, ,81.737,-54.768,5.71,.12, , , ,0
01-000484, ,65.991,9.544,5.71,.04,Rd, , ,0
01-000485, ,76.464,-88.263,5.69,.04,Rd, , ,0
01-000486, ,70.122,-120.818,5.69,.03, , , ,0
01-000487, ,66.323,-145.943,5.68,.21,SLERS,HuSL, ,1
01-000488, ,75.071,-31.118,5.68,.02,SLEPC,SmSL, ,1
01-000489, ,80.421,56.697,5.66,0, , , ,0
01-000490, ,67.173,-160.415,5.65,.07,SLEPC,SmSL, ,1
01-000491, ,71.35,76.798,5.64,.02,SLERS,HuBL, ,1
01-000492, ,76.214,-73.837,5.62,.03,Rd, , ,0
01-000493, ,67.596,162.9,5.61,.11,DLERC,HuSL, ,2
01-000494, ,65.455,5.369,5.6,.05,Rd, , ,0
01-000495, ,71.332,49.485,5.59,.07,SLEPS,HuSL, ,1
01-000496, ,76.604,167.308,5.58,.19,SLERC,HuSL, ,1
01-000497, ,68.119,151.231,5.57,.09,SLERC,HuSL, ,1
01-000498, ,70.633,59.591,5.56,.04,SLERC,HuSL, ,1
01-000499, ,76.662,165.564,5.55,.06, , , ,0
01-000500, ,68.839,-39.483,5.55,.04,SLEPS,HuSL, ,1
01-000501, ,65.76,26.36,5.55,.12,SLEPS,HuBL, ,1
01-000502, ,77.934,81.814,5.55,.03,SLERC,SmSL, ,1
01-000503, ,72.072,-5.202,5.53,.38,SLEPC,SmSL, ,1
01-000504, ,75.811,175.088,5.53,.07,Rd, , ,0
01-000505, ,66.61,104.01,5.53,.05,DLERC/DLERS,HuSL/HuBL, ,2
01-000506, ,72.465,75.679,5.52,.05,DLERS,HuSL, ,2
01-000507, ,73.279,179.697,5.52,.04,SLERS,HuBL, ,1
01-000508, ,65.276,95.535,5.51,.08,DLEPC,HuSL, ,2
01-000509, ,69.438,-30.349,5.49,.03,SLEPd,SmSL, ,1
01-000510, ,68.276,-93.627,5.48,.35,MLERS,HuSL/HuBL/SmSp,Outer is Splash,3
01-000511, ,69.024,68.343,5.47,.05,SLERS,SmBL, ,1
01-000512, ,74.335,85.308,5.46,.03,SLERS,HuBL, ,1
01-000513, ,66.609,117.516,5.46,.03,DLERC/DLERS,SmSL/SmAm, ,2
01-000514, ,65.733,172.19,5.46,.09,SLERC/Rd,HuSL, ,1
01-000515, ,74.22,-163.587,5.45,0, , , ,0
01-000516, ,69.325,-21.727,5.44,.11,SLEPC/Rd,SmSL, ,1
01-000517, ,73.543,60.876,5.44,.14,DLERS/Rd,HuBL, ,2
01-000518, ,70.5,-106.158,5.44,.05,DLERC,HuSL, ,2
01-000519, ,70.947,-62.308,5.43,.02, , , ,0
01-000520, ,65.321,27.317,5.42,.08,DLEPS,HuBL, ,2
01-000521, ,76.16,119.825,5.42,.02, , , ,0
01-000522, ,71.06,61.437,5.42,.05,SLERC,SmSL, ,1
01-000523, ,67.481,11.023,5.42,.11,SLEPS,HuBL, ,1
01-000524, ,77.538,-126.144,5.4,.05, , , ,0
01-000525, ,75.371,-139.671,5.39,0, , , ,0
01-000526, ,67.402,163.671,5.37,.11,DLERC,SmSL, ,2
01-000527, ,74.084,-12.583,5.35,.03, , , ,0
01-000528, ,76.321,78.136,5.34,.03,SLERS,HuBL, ,1
01-000529, ,69.377,-151.937,5.34,.11,SLERS,HuSL, ,1
01-000530, ,69.431,144.027,5.34,.05,DLERC/DLERS,Hu/HuSL, ,2
01-000531, ,74.231,-54.228,5.33,.02, , , ,0
01-000532, ,67.926,94.911,5.33,.04,SLERS,Hu, ,1
01-000533, ,70.103,-138.845,5.33,.13,SLERS,HuSL, ,1
01-000534, ,71.29,89.238,5.32,.08,MLERS,HuBL, ,3
01-000535, ,66.109,46.731,5.32,.11,Rd, , ,0
01-000536, ,69.211,-3.606,5.31,.34,SLERC,HuSL, ,1
01-000537, ,65.403,167.111,5.29,.05,DLERC/DLEPS,HuSL, ,2
01-000538, ,65.214,25,5.25,.08,Rd, , ,0
01-000539, ,66.834,146.281,5.25,.07,SLERS,HuAm, ,1
01-000540, ,66.612,-163.323,5.24,.15,SLEPS,SmSL, ,1
01-000541, ,72.277,-3.407,5.23,.04,SLEPS,SmSL, ,1
01-000542, ,72.403,-117.562,5.23,.04,DLERS,SmSL, ,2
01-000543, ,72.96,-144.416,5.22,.12,DLERS,HuSL/SmAm, ,2
01-000544, ,77.293,51.711,5.21,.04,SLERS,SmAm, ,1
01-000545, ,78.204,-166.029,5.21,.14, , , ,0
01-000546, ,76.978,102.028,5.2,.03,SLERSPd,HuBL, ,1
01-000547, ,78.514,103.66,5.18,.05,SLERC,SmSL, ,1
01-000548, ,67.14,-49.286,5.18,.03, , , ,0
01-000549, ,69.25,-89.466,5.18,.05,SLERS,SmSL, ,1
01-000550, ,78.243,-16.266,5.18,.04, , , ,0
01-000551, ,77.206,-74.558,5.18,0,Rd, , ,0
01-000552, ,78.377,53.858,5.18,.03,SLERC,SmSL, ,1
01-000553, ,76.32,-29.498,5.17,.03,Rd, , ,0
01-000554, ,80.609,132.801,5.17,.06, , , ,0
01-000555, ,76.854,-113.778,5.15,.09, , , ,0
01-000556, ,68.527,-44.636,5.14,.02, , , ,0
01-000557, ,67.209,178.275,5.13,.05,Rd, , ,0
01-000558, ,76.171,147.515,5.13,.04,Rd, , ,0
01-000559, ,74.477,13.234,5.13,.03, , , ,0
01-000560, ,69.471,37.214,5.13,.09,DLERC/DLERS,SmSL/SmAm, ,2
01-000561, ,72.874,-147.506,5.13,0, , , ,0
01-000562, ,71.762,-110.369,5.12,.05, , , ,0
01-000563, ,71.298,10.371,5.1,.04,Rd, , ,0
01-000564, ,69.747,-153.444,5.1,.05,SLEPS,SmSL, ,1
01-000565, ,66.206,-75.736,5.09,.04,Rd, , ,0
01-000566, ,66.824,-138.616,5.08,.14,DLERS,HuAm/SmAm, ,2
01-000567, ,81.291,-51.991,5.07,.03, , , ,0
01-000568, ,70.447,-18.819,5.06,.08,SLERS,SmSL, ,1
01-000569, ,75.033,-13.403,5.05,0, , , ,0
01-000570, ,75.804,37.101,5.04,.03,SLERSPd,SmBL, ,1
01-000571, ,77.798,165.148,5.04,.02,SLERCPd,HuSL, ,1
01-000572, ,75.44,-165.195,5.04,.1,SLEPS,HuBL, ,1
01-000573, ,68.769,34.437,5.03,.05,SLEPC,SmAm, ,1
01-000574, ,77.986,109.226,5.02,.04, , , ,0
01-000575, ,75.475,-4.485,5.01,.03,Rd, , ,0
01-000576, ,78.847,76.014,5.01,.02, , , ,0
01-000577, ,73.485,139.911,5,.03,SLERS,HuSL, ,1
01-000578, ,75.781,-119.843,5,.08, , , ,0
01-000579, ,68.682,-105.943,5,.04,SLEPS,HuBL, ,1
01-000580, ,67.08,55.088,4.98,.35,SLEPC,HuSL, ,1
01-000581, ,67.403,174.357,4.97,.07,DLERC,Hu, ,2
01-000582, ,65.622,80.049,4.97,0, , , ,0
01-000583, ,71.911,75.417,4.95,.09,DLERC/DLERS,HuSL/HuSp, ,2
01-000584, ,66.608,-55.444,4.95,.04,Rd, , ,0
01-000585, ,66.453,-136.305,4.94,.08, , , ,0
01-000586, ,70.1,-128.46,4.93,0, , , ,0
01-000587, ,74.197,-122.165,4.92,.04,Rd, , ,0
01-000588, ,70.977,16.847,4.91,0,Rd, , ,0
01-000589, ,65.156,-35.998,4.91,.07, , , ,0
01-000590, ,66.665,86.784,4.91,.05, , , ,0
01-000591, ,75.683,-46.295,4.91,.03,SLERC,HuSL, ,1
01-000592, ,71.41,-26.55,4.89,.14,SLEPS,SmSL, ,1
01-000593, ,66.107,24.847,4.88,.04,Rd, , ,0
01-000594, ,70.722,-154.945,4.87,.04, , , ,0
01-000595, ,72.132,65.071,4.87,.05,SLERC,HuAm, ,1
01-000596, ,67.119,31.959,4.87,.08,SLERC/Rd,HuSL, ,1
01-000597, ,71.568,167.052,4.87,.16,Rd, , ,0
01-000598, ,78.368,142.253,4.85,.03,Rd, , ,0
01-000599, ,78.453,75.109,4.85,.02,Rd, , ,0
01-000600, ,72.941,138.81,4.84,.03,Rd, , ,0
01-000601, ,74.279,100.954,4.83,.02,Rd, , ,0
01-000602, ,67.112,37.993,4.83,.02,Rd, , ,0
01-000603, ,75.823,65.918,4.82,.02,SLERC,SmSL, ,1
01-000604, ,69.926,-29.69,4.82,.05,SLERC,SmSL, ,1
01-000605, ,66.032,3.72,4.79,.02,SLERS,SmBL, ,1
01-000606, ,76.917,-129.947,4.79,.07, , , ,0
01-000607, ,70.32,-22.6,4.79,.08,SLERS,SmSL, ,1
01-000608, ,74.367,-51.259,4.78,.02, , , ,0
01-000609, ,74.674,40.057,4.78,.02,SLERS,HuBL, ,1
01-000610, ,65.358,54.965,4.77,.08,SLERS,SmSL, ,1
01-000611, ,79.716,138.601,4.76,.03,Rd, , ,0
01-000612, ,65.602,.214,4.76,.03,Rd, , ,0
01-000613, ,67.713,24.723,4.76,.03,Rd, , ,0
01-000614, ,65.474,1.012,4.75,.04,Rd, , ,0
01-000615, ,67.806,50.928,4.75,.07,Rd, , ,0
01-000616, ,74.303,-74.543,4.73,.01, , , ,0
01-000617, ,71.798,99.571,4.72,.05,SLEPC,HuSL, ,1
01-000618, ,73.228,-124.562,4.71,.09,SLEPS,HuAm, ,1
01-000619, ,65.451,165.622,4.71,.05,SLERC,Sm, ,1
01-000620, ,78.043,1.636,4.7,.05,Rd, , ,0
01-000621, ,76.054,52.514,4.69,.02,Rd, , ,0
01-000622, ,76.61,-74.187,4.69,.2,Rd, , ,0
01-000623, ,69.125,-29.886,4.68,.05,SLEPC,SmSL, ,1
01-000624, ,73.809,-179.304,4.68,.02,Rd, , ,0
01-000625, ,71.083,141.073,4.67,.13,SLERC/Rd,Sm, ,1
01-000626, ,73.67,-12.118,4.66,.01, , , ,0
01-000627, ,65.18,-167.839,4.66,.05,MLERS,HuSL, ,3
01-000628, ,65.18,-141.543,4.66,.08,SLEPS,HuBL, ,1
01-000629, ,76.008,-83.591,4.66,.02,Rd, , ,0
01-000630, ,71.231,-95.149,4.65,0,SLERS,SmAm, ,1
01-000631, ,71.545,-95.658,4.65,.03,SLEPC,Hu, ,1
01-000632, ,69.009,90.487,4.65,.19,Rd, , ,0
01-000633, ,73.957,14.832,4.64,.02,SLERC,SmSL, ,1
01-000634, ,73.83,42.512,4.64,.02,SLERC,SmSL, ,1
01-000635, ,73.238,-170.974,4.63,.07,DLEPC,Sm, ,2
01-000636, ,67.21,-2.396,4.62,0, , , ,0
01-000637, ,67.13,-141.454,4.62,.15,DLERS,HuAm, ,2
01-000638, ,74.232,78.34,4.62,.12,DLERC,HuSL, ,2
01-000639, ,67.032,13.124,4.62,.09,SLERS,HuSL, ,1
01-000640, ,80.175,-116.85,4.61,.03, , , ,0
01-000641, ,75.539,101.105,4.6,.04,DLERS,SmSL, ,2
01-000642, ,69.219,-31.252,4.6,.01,SLEPS,SmSL, ,1
01-000643, ,78.546,86.179,4.6,.01, , , ,0
01-000644, ,75.916,-2.335,4.6,.03,Rd, , ,0
01-000645, ,70.383,-35.553,4.59,.18,SLERS,HuSL, ,1
01-000646, ,79.959,-53.786,4.58,.11, , , ,0
01-000647, ,75.432,149.256,4.58,.02,DLERC/DLERS,HuSL/HuBL, ,2
01-000648, ,74.397,-118.086,4.58,.03,Rd, , ,0
01-000649, ,70.706,103.743,4.57,.03, , , ,0
01-000650, ,77.329,6.404,4.57,0, , , ,0
01-000651, ,66.99,75.198,4.57,.18,SLERC,HuSL, ,1
01-000652, ,70.378,-161.264,4.57,.07,SLERS,HuSL, ,1
01-000653, ,70.425,-136.998,4.57,.07,SLERS,HuAm, ,1
01-000654, ,72.182,128.912,4.55,.02,SLERS,SmSL, ,1
01-000655, ,75.848,-114.815,4.55,.05,DLEPS,SmAm, ,2
01-000656, ,80.288,-51.186,4.53,.08,SLEPSPd,SmSL, ,1
01-000657, ,72.171,-31.589,4.52,.02, , , ,0
01-000658, ,67.142,24.838,4.52,.05,SLEPC,SmAm, ,1
01-000659, ,67.471,49.84,4.52,.06,Rd, , ,0
01-000660, ,71.026,175.923,4.51,.35,Rd/SLERS,HuSL, ,1
01-000661, ,67.665,59.312,4.51,.06,DLEPS,SmAm,Outer is Pseudo-Butterfly,2
01-000662, ,68.228,-2.647,4.51,.05,Rd, , ,0
01-000663, ,67.339,172.83,4.51,.03,SLERS,SmSL, ,1
01-000664, ,65.683,-13.532,4.5,0, , , ,0
01-000665, ,78.202,39.554,4.5,.04,SLERC,SmSL, ,1
01-000666, ,69.741,-133.696,4.49,.05,SLERS,SmSL, ,1
01-000667, ,67,74.427,4.49,.08,SLEPS,SmSL, ,1
01-000668, ,65.571,74.162,4.49,.09, , , ,0
01-000669, ,75.742,140.889,4.49,.02,Rd, , ,0
01-000670, ,68.158,-124.807,4.48,.08,Rd, , ,0
01-000671, ,70.269,-94.669,4.48,.02,SLEPS,SmSL, ,1
01-000672, ,71.1,78.538,4.48,.02,SLERC,SmSL, ,1
01-000673, ,77.758,-140.453,4.46,.04, , , ,0
01-000674, ,67.232,-153.367,4.46,.05,SLERC,SmSL, ,1
01-000675, ,65.535,63.378,4.46,.06,Rd, , ,0
01-000676, ,66.639,-142.497,4.45,.08,SLERS,HuSL, ,1
01-000677, ,67.702,-98.831,4.44,.05,SLERS,HuSL, ,1
01-000678, ,65.619,-43.664,4.43,0,SLERS,SmAm, ,1
01-000679, ,66.885,-36.77,4.43,.02,SLERS,SmSL, ,1
01-000680, ,72.231,6.59,4.43,.01,SLERS,SmSL, ,1
01-000681, ,71.13,-155.676,4.42,0,Rd, , ,0
01-000682, ,71.568,2.632,4.42,.06,Rd, , ,0
01-000683, ,71.384,-52.772,4.41,.01,Rd, , ,0
01-000684, ,76.799,169.168,4.41,.01, , , ,0
01-000685, ,77.786,-57.294,4.41,.02,Rd, , ,0
01-000686, ,71.218,47.901,4.41,.02, , , ,0
01-000687, ,78.457,-34.069,4.41,.01,Rd, , ,0
01-000688, ,74.445,-164.413,4.41,.07,SLEPS,HuSL, ,1
01-000689, ,67.899,78.478,4.41,.04,DLEPC,HuSL, ,2
01-000690, ,68.33,1.802,4.4,.02,Rd, , ,0
01-000691, ,72.797,131.202,4.4,.01,DLERC/DLERS,HuSL, ,2
01-000692, ,65.397,3.59,4.38,.04,Rd, , ,0
01-000693, ,67.151,-172.385,4.38,.06,DLEPS,HuSL, ,2
01-000694, ,66.959,1.559,4.37,.02, , , ,0
01-000695, ,77.262,-110.598,4.37,0, , , ,0
01-000696, ,65.193,52.215,4.36,.05,SLEPS,HuAm, ,1
01-000697, ,77.908,83.877,4.36,.02, , , ,0
01-000698, ,66.429,-59.654,4.33,.02,SLERC,SmSL, ,1
01-000699, ,77.171,111.83,4.33,.02,Rd, , ,0
01-000700, ,74.863,108.505,4.33,.03,SLERCPd,HuSL, ,1
01-000701, ,71.217,45.941,4.33,.05,DLERC/DLERS,SmSL/HuBL, ,2
01-000702, ,71.566,-67.224,4.33,.03,DLERC,SmSL, ,2
01-000703, ,66.193,-135.079,4.32,.06,DLEPS,HuSL, ,2
01-000704, ,67.95,94.513,4.32,.07, , , ,0
01-000705, ,67.596,-74.506,4.31,.03,Rd, , ,0
01-000706, ,77.31,-126.395,4.31,.03, , , ,0
01-000707, ,72.764,139.315,4.3,.07,SLERS,HuSL, ,1
01-000708, ,69.866,100.444,4.3,.04,SLERS,Sm, ,1
01-000709, ,71.634,-94.419,4.3,.03, , , ,0
01-000710, ,74.939,160.276,4.3,0, , , ,0
01-000711, ,67.761,-20.576,4.3,.02,SLEPC,SmSL, ,1
01-000712, ,72.196,-107.638,4.28,.04,SLERS,HuAm, ,1
01-000713, ,74.129,-106.586,4.28,0,Rd, , ,0
01-000714, ,67.216,-1.284,4.28,0, , , ,0
01-000715, ,70.043,-32.752,4.27,.02,Rd, , ,0
01-000716, ,75.409,160.845,4.27,.03,Rd, , ,0
01-000717, ,67.242,-122.736,4.27,.04,SLERS,SmSL, ,1
01-000718, ,68.391,11.171,4.27,.03,Rd, , ,0
01-000719, ,69.37,-110.905,4.27,.03,SLEPS,HuSL, ,1
01-000720, ,66.639,55.865,4.26,.04,Rd, , ,0
01-000721, ,79.685,-108.564,4.26,.02,Rd, , ,0
01-000722, ,77.824,88.089,4.25,.03, , , ,0
01-000723, ,68.436,4.737,4.25,.03,Rd, , ,0
01-000724, ,66.339,20.603,4.25,.06, , , ,0
01-000725, ,66.562,143.002,4.24,.03,SLERC,Sm, ,1
01-000726, ,67.483,-92.128,4.23,.06,SLEPS,SmSL, ,1
01-000727, ,78.697,-152.84,4.23,0,Rd, , ,0
01-000728, ,77.971,153.175,4.23,.02, , , ,0
01-000729, ,65.766,-25.203,4.22,.47,SLERC/Rd,SmSL, ,1
01-000730, ,71.286,-46.422,4.22,.08,SLERS,SmSL, ,1
01-000731, ,67.929,-.168,4.22,.04,Rd, , ,0
01-000732, ,66.448,-12.583,4.22,.03,Rd, , ,0
01-000733, ,68.489,171.575,4.22,.04,SLERS,HuSL, ,1
01-000734, ,67.432,65.072,4.22,.02,Rd, , ,0
01-000735, ,81.146,-59.635,4.22,.15, , , ,0
01-000736, ,76.555,-140.152,4.21,0,Rd, , ,0
01-000737, ,66.229,-20.342,4.2,0, , , ,0
01-000738, ,74.699,66.253,4.2,.01,SLERC,SmSL, ,1
01-000739, ,76.575,56.692,4.2,.02,SLERC,SmSL, ,1
01-000740, ,68.846,12.237,4.2,.02,SLERC,SmSL, ,1
01-000741, ,78.746,-164.045,4.18,.02,Rd, , ,0
01-000742, ,68.453,-88.538,4.18,.04,SLEPS,SmSL, ,1
01-000743, ,72.737,-12.496,4.18,.02, , , ,0
01-000744, ,65.539,-23.532,4.18,.02,SLERC,Sm, ,1
01-000745, ,68.014,119.342,4.17,.02,SLEPS,SmAm, ,1
01-000746, ,67.708,27.966,4.17,.31,MLEPS,HuSL/HuLS/HuSp,Outer is Splash,3
01-000747, ,69.968,-101.806,4.16,.07,SLERS,Hu, ,1
01-000748, ,73.26,179.011,4.15,.04,Rd, , ,0
01-000749, ,72.453,-170.247,4.15,0,Rd, , ,0
01-000750, ,73.461,166.325,4.14,.1,Rd, , ,0
01-000751, ,65.878,54.13,4.14,0, , , ,0
01-000752, ,69.085,-59.531,4.13,.02,SLERC,SmSL, ,1
01-000753, ,75.072,119.967,4.13,.02,Rd, , ,0
01-000754, ,70.822,172.441,4.13,.07, , , ,0
01-000755, ,72.553,-133.627,4.13,.04,SLERC,Sm, ,1
01-000756, ,66.895,140.594,4.12,.03,SLERS,HuSL, ,1
01-000757, ,72.847,107.675,4.12,.04,SLERS/Rd,HuSL, ,1
01-000758, ,67.541,-162.527,4.11,.07,SLEPC,Sm, ,1
01-000759, ,73.531,-32.948,4.1,.02,Rd, , ,0
01-000760, ,69.484,120.39,4.1,.02,DLERC/DLERS,Sm/SmSL, ,2
01-000761, ,71.477,172.515,4.1,.02,DLERC,HuSL, ,2
01-000762, ,66.196,166.86,4.1,.03, , , ,0
01-000763, ,68.261,-73.749,4.09,.02,Rd, , ,0
01-000764, ,77.372,135.33,4.09,.01, , , ,0
01-000765, ,65.147,-36.905,4.09,.01,Rd, , ,0
01-000766, ,66.525,67.065,4.08,.02, , , ,0
01-000767, ,66.171,-166.724,4.07,.06,DLERS/DLEPS,HuSL/HuBL, ,2
01-000768, ,67.945,160.888,4.07,.03,SLERC,SmSL, ,1
01-000769, ,65.674,22.021,4.06,0, , , ,0
01-000770, ,73.469,-108.415,4.06,.03,Rd, , ,0
01-000771, ,78.799,-85.644,4.06,.04,Rd, , ,0
01-000772, ,67.861,28.093,4.05,0, , , ,0
01-000773, ,67.626,-128.585,4.05,.02,Rd, , ,0
01-000774, ,68.991,98.101,4.04,.03,SLERS,SmSL, ,1
01-000775, ,65.764,-13.066,4.04,0, , , ,0
01-000776, ,68.577,155.392,4.03,.04,SLERC,HuSL, ,1
01-000777, ,66.389,-14.716,4.03,0, , , ,0
01-000778, ,72.217,21.834,4.03,.02,SLERC,SmSL, ,1
01-000779, ,75.918,133.968,4.03,.01, , , ,0
01-000780, ,77.147,59.943,4.02,.01,Rd, , ,0
01-000781, ,74.635,-9.539,4.02,.01, , , ,0
01-000782, ,69.235,-7.248,4.02,.03,Rd, , ,0
01-000783, ,73.864,152.269,4.01,.21,SLERS,HuSL, ,1
01-000784, ,71.117,143.055,4,.03,DLERC,SmSL, ,2
01-000785, ,67.035,-122.621,4,.02,SLERS,SmSL, ,1
01-000786, ,68.243,50.139,4,.04,SLEPC/Rd,SmSL, ,1
01-000787, ,68.585,-4.409,4,.03,Rd, , ,0
01-000788, ,75.654,-7.634,3.99,.01, , , ,0
01-000789, ,65.782,67.018,3.99,.03,DLEPC,SmSL, ,2
01-000790, ,66.903,160.933,3.99,.02,SLERS,HuBL, ,1
01-000791, ,69.703,-98.389,3.98,.02,Rd, , ,0
01-000792, ,77.491,-59.437,3.97,.03, , , ,0
01-000793, ,79.185,92.932,3.97,.01,Rd, , ,0
01-000794, ,65.693,98.243,3.97,.06,DLERC,Sm, ,2
01-000795, ,68.977,51.178,3.96,.03,SLEPC,SmSL, ,1
